p,	e,	result
22283,	1,	Regular
22291,	1,	Regular
22303,	1,	Regular
22307,	1,	Regular
22343,	1,	Regular
22349,	1,	Regular
22367,	1,	Regular
22369,	1,	Regular
22381,	1,	Regular
22391,	1,	Regular
22397,	1,	Regular
22409,	1,	Regular
22433,	1,	Regular
22441,	1,	Regular
22447,	1,	Regular
22453,	1,	Regular
22469,	1,	Regular
22481,	1,	Regular
22483,	1,	Regular
22501,	1,	Regular
22511,	1,	Regular
22531,	1,	Regular
22541,	1,	Regular
22543,	1,	Regular
22549,	1,	Regular
22567,	1,	Regular
22571,	1,	Regular
22573,	1,	Regular
22613,	1,	Regular
22619,	1,	Regular
22621,	1,	Regular
22637,	1,	Regular
22639,	1,	Regular
22643,	1,	Regular
22651,	1,	Regular
22669,	1,	Regular
22679,	1,	Regular
22691,	1,	Regular
22697,	1,	Regular
22699,	1,	Regular
22709,	1,	Regular
22717,	1,	Regular
22721,	1,	Regular
22727,	1,	Regular
22739,	1,	Regular
22741,	1,	Regular
22751,	1,	Regular
22769,	1,	Regular
22777,	1,	Regular
22783,	1,	Regular
22787,	1,	Regular
22807,	1,	Regular
22811,	1,	Regular
22817,	1,	Regular
22853,	1,	Regular
22859,	1,	Regular
22861,	1,	Regular
22871,	1,	Regular
22877,	1,	Regular
22901,	1,	Regular
22907,	1,	Regular
22921,	1,	Regular
22937,	1,	Regular
22943,	1,	Regular
22961,	1,	Regular
22963,	1,	Regular
22973,	1,	Regular
22993,	1,	Regular
23003,	1,	Regular
23011,	1,	Regular
23017,	1,	Regular
23021,	1,	Regular
23027,	1,	Regular
23029,	1,	Regular
23039,	1,	Regular
23041,	1,	Regular
23053,	1,	Regular
23057,	1,	Regular
23059,	1,	Regular
23063,	1,	Regular
23071,	1,	Regular
23081,	1,	Regular
23087,	1,	Regular
23099,	1,	Regular
23117,	1,	Regular
23131,	1,	Regular
23143,	1,	Regular
23159,	1,	Regular
23167,	1,	Regular
23173,	1,	Regular
23189,	1,	Regular
23197,	1,	Regular
23201,	1,	Regular
23203,	1,	Regular
23209,	1,	Regular
23227,	1,	Regular
23251,	1,	Regular
23269,	1,	Regular
23279,	1,	Regular
23291,	1,	Regular
23293,	1,	Regular
23297,	1,	Regular
23311,	1,	Regular
23321,	1,	Regular
23327,	1,	Regular
23333,	1,	Regular
23339,	1,	Regular
23357,	1,	Regular
23369,	1,	Regular
23371,	1,	Regular
23399,	1,	Regular
23417,	1,	Regular
23431,	1,	Regular
23447,	1,	Regular
23459,	1,	Regular
23473,	1,	Regular
23497,	1,	Regular
23509,	1,	Regular
23531,	1,	Regular
23537,	1,	Regular
23539,	1,	Regular
23549,	1,	Regular
23557,	1,	Regular
23561,	1,	Regular
23563,	1,	Regular
23567,	1,	Regular
23581,	1,	Regular
23593,	1,	Regular
23599,	1,	Regular
23603,	1,	Regular
23609,	1,	Regular
23623,	1,	Regular
23627,	1,	Regular
23629,	1,	Regular
23633,	1,	Regular
23663,	1,	Regular
23669,	1,	Regular
23671,	1,	Regular
23677,	1,	Regular
23687,	1,	Regular
23689,	1,	Regular
23719,	1,	Regular
23741,	1,	Regular
23743,	1,	Regular
23747,	1,	Regular
23753,	1,	Regular
23761,	1,	Regular
23767,	1,	Regular
23773,	1,	Regular
23789,	1,	Regular
23801,	1,	Regular
23813,	1,	Regular
23819,	1,	Regular
23827,	1,	Regular
23831,	1,	Regular
23833,	1,	Regular
23857,	1,	Regular
23869,	1,	Regular
23873,	1,	Regular
23879,	1,	Regular
23887,	1,	Regular
23893,	1,	Regular
23899,	1,	Regular
23909,	1,	Regular
23911,	1,	Regular
23917,	1,	Regular
23929,	1,	Regular
23957,	1,	Regular
23971,	1,	Regular
23977,	1,	Regular
23981,	1,	Regular
